	host species	locality	season	year	case	Dper	Dcon	Fgib	Scep	Sacsp	Scur	Sobe	Sten	Sbra	Hben	Hspl	Sspa	Lput	Lesp	Leco	Spap	Sdim	Smin	Aadr	Nper	Cbio	Lmed	Lcep	Lcha	Limi	Lszi	Lcon	Lvan	Mcep	Erge
3CSPL15	Mc	SPL	S	2005	2	0	0	30	209	418	52	0	0	0	0	10	0	0	0	0	0	0	215	0	210	0	14	0	0	0	0	0	0	0	0
3CSPL16	Mc	SPL	S	2005	2	0	0	0	103	101	13	0	0	0	0	0	0	0	18	0	0	0	9	0	75	0	0	0	0	0	0	0	0	0	0
3CSPL17	Mc	SPL	S	2005	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	159	0	206	0	12	0	0	0	0	0	0	0	0
3CSPL18	Mc	SPL	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	54	0	72	0	6	0	0	0	0	0	0	0	0
3CSPL19	Mc	SPL	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0
3CSPL20	Mc	SPL	S	2005	2	18	0	0	11	0	0	0	0	0	0	4	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
3CSPL21	Mc	SPL	S	2005	2	7	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	21	0	0	0	0	0	0	0	0
3CSPL22	Mc	SPL	S	2005	2	0	0	0	596	0	0	0	0	0	0	0	0	0	199	0	0	0	22	0	1	0	26	0	0	0	0	0	0	0	0
3CSPL23	Mc	SPL	S	2005	2	0	0	9	373	508	64	0	0	0	0	0	0	0	40	0	0	0	7	0	51	0	0	8	0	0	0	0	0	0	0
3CSPL24	Mc	SPL	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	55	0	11	2	0	0	0	0	0	0	0
3CSPL25	Mc	SPL	S	2005	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	13	0	5	0	0	0	0	0	0	0	0
4CSPL01	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
4CSPL02	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	51	0	0	0	0	0	0	0	0
4CSPL03	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	9	0	11	0	0	0	0	0	0	0	0
4CSPL04	Mc	SPL	A	2005	2	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	6	0	0	0	0	0	0	0	0
4CSPL05	Mc	SPL	A	2005	2	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	3	0	0	0	0	0	0	0	0
4CSPL06	Mc	SPL	A	2005	2	746	0	0	2	5	1	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4CSPL07	Mc	SPL	A	2005	2	0	0	0	170	341	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4CSPL08	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	0	3	1	7	0	0	0	0	0	0	0	0
4CSPL09	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	53	0	6	0	0	0	0	0	0	0	0
4CSPL10	Mc	SPL	A	2005	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	261	0	1	0	9	0	0	0	0	0	0	0	0
4CSPL11	Mc	SPL	A	2005	2	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	8	0	0	0	0	0	0	0	0	0	0
4CSPL12	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	28	0	0	0	0	0	0	0	0	0	0
4CSPL13	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	25	0	0	0	0	0	0	0	0	0	0
4CSPL14	Mc	SPL	A	2005	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0
4CSPL15	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	5	0	0	0	0	0	0	0	0	0	0
4CSPL16	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0
4CSPL17	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	31	0	0	0	0	0	0	0	0	0	0
4CSPL18	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	31	0	0	0	0	0	0	0	0	0	0
4CSPL19	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
4CSPL20	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	6	0	2	0	0	0	0	0	0	0	0
4CSPL21	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
4CSPL22	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	25	0	24	0	0	0	0	0	0	0	0	0	0
4CSPL23	Mc	SPL	A	2005	2	0	0	0	7	14	2	0	0	0	0	0	0	0	0	0	0	0	22	0	4	0	0	0	0	0	0	0	0	0	0
4CSPL24	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	0	4	0	0	0	0	0	0	0	0	0	0
4CSPL25	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
4CSPL26	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	9	0	2	0	0	0	0	0	0	0	0
4CSPL27	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	1	0	0	1	0	0	0	0	0	0	0
4CSPL28	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
4CSPL29	Mc	SPL	A	2005	2	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	3	0	1	0	0	0	0	0	0	0	0
4CSPL30	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	51	10	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
4CSPL31	Mc	SPL	A	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
3CSPS01	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	122	73	0	0	0	0	0	0	0
3CSPS02	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	1	54	0	0	0	0	0	0	0
3CSPS03	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	2	0	0	0	0	0	0
3CSPS04	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	8	7	0	0	0	0	0	0	0
3CSPS05	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	3	0	59	2	0	0	0	0	0	0
3CSPS06	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
3CSPS07	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	5	0	1	0	0	0	0	0	0
3CSPS08	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0
3CSPS09	Mc	SPS	S	2005	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	10	41	2	0	0	0	0	0	0
3CSPS10	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	10	0	0	0	0	0	0	0	0	0	0
3CSPS11	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	45	0	0	0	0	0	0	0	0	0	0
3CSPS12	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	80	1	0	0	0	0	0	0
3CSPS13	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	2	0	0	0	0	0	0	0	0	0
3CSPS14	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	1	0	0	2	2	0	0	0	0	0	0
3CSPS15	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	2	1	1	0	0	0	0	0	0
3CSPS16	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	18	184	18	0	0	0	0	0	0
3CSPS17	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	2	0	0	0	0	0	0
3CSPS18	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0
3CSPS19	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	1	5	3	0	0	0	0	0	0	0
3CSPS20	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	6	39	23	0	0	0	0	0	0
3CSPS21	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	59	2	0	0	0	0	0	0	0	0	0
3CSPS22	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	5	0	0	20	3	3	0	0	0	0	0	0	0	0
3CSPS23	Mc	SPS	S	2005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
